,City,Lat,Lng,maxTemp,humidity,clouds,windspeed,country,date
479,yazd,31.8972,54.3675,100.51,10,0,6.91,IR,1658596896
480,vassouras,-22.4039,-43.6625,83.98,30,5,3.58,BR,1658596896
481,korla,41.7597,86.1469,91.13,15,0,6.02,CN,1658596897
482,ancud,-41.8697,-73.8203,47.23,90,100,3.49,CL,1658596897
483,svetlogorsk,52.6333,29.7333,73.09,63,0,5.14,BY,1658596897
484,port blair,11.6667,92.75,81.03,82,100,13.24,IN,1658596898
485,hami,42.8,93.45,87.33,21,24,15.05,CN,1658596898
486,trat,12.5,102.5,83.82,88,100,0.54,TH,1658596898
487,rosetta,31.4044,30.4164,78.82,73,0,11.34,EG,1658596899
488,hofn,64.2539,-15.2082,52.54,85,30,4.74,IS,1658596899
489,touros,-5.1989,-35.4608,82.85,67,82,18.81,BR,1658596899
490,muzaffarpur,26.1167,85.4,88.41,63,100,6.6,IN,1658596900
491,timizart,36.8,4.2667,91.24,34,0,9.15,DZ,1658596900
492,san andres,12.5847,-81.7006,86.02,70,40,16.11,CO,1658596900
493,vernon,50.2581,-119.2691,77.23,43,81,2.3,CA,1658596809
494,hasaki,35.7333,140.8333,73.29,85,75,12.71,JP,1658596901
495,farmington,36.7281,-108.2187,92.77,24,0,10.36,US,1658596812
496,bereznik,62.8551,42.7072,70.5,80,94,6.11,RU,1658596901
497,bermejillo,25.8833,-103.6167,87.84,29,4,9.1,MX,1658596901
498,barcelona,41.3888,2.159,92.71,74,40,9.22,ES,1658596846
499,meiningen,50.5679,10.4152,78.75,47,77,7.45,DE,1658596902
500,pocri,8.2667,-80.55,82.22,92,100,4.54,PA,1658596902
501,bathsheba,13.2167,-59.5167,88.41,78,40,16.11,BB,1658596902
502,candolim,15.5181,73.7626,79.54,83,100,12.95,IN,1658596903
503,tanabe,33.7333,135.3667,73.38,80,100,2.66,JP,1658596903
504,septemvri,42.2167,24.1,91.63,23,35,3.22,BG,1658596903
505,santa cruz cabralia,-16.2781,-39.0247,76.26,72,45,7.81,BR,1658596904
506,upington,-28.4478,21.2561,57.58,51,0,4.61,ZA,1658596904
507,beringovskiy,63.05,179.3167,44.38,84,100,14.81,RU,1658596904
508,pembroke,45.8168,-77.1162,87.19,47,46,12.5,CA,1658596846
509,kiyasovo,56.3491,53.1244,69.89,66,69,5.21,RU,1658596905
510,pavlovsk,50.4578,40.1081,65.88,80,98,9.08,RU,1658596905
511,alagoinhas,-12.1356,-38.4192,79.92,60,100,5.97,BR,1658596905
512,scottsbluff,41.8666,-103.6672,86.07,21,48,19.39,US,1658596705
513,timbo,-26.8233,-49.2717,83.34,43,51,2.66,BR,1658596747
514,ampanihy,-24.7,44.75,66.0,69,27,6.49,MG,1658596906
515,sorel,46.0418,-73.1136,86.58,65,8,1.99,CA,1658596906
516,tabuk,17.4189,121.4443,76.32,88,71,1.88,PH,1658596907
517,dabola,10.75,-11.1167,82.22,73,93,1.3,GN,1658596907
518,bure,10.7,37.0667,59.02,98,99,2.98,ET,1658596907
519,meru,0.0463,37.6559,60.84,71,56,7.94,KE,1658596908
520,masvingo,-20.0637,30.8277,65.25,41,84,5.59,ZW,1658596908
521,saint-leu,-21.15,55.2833,68.86,75,53,5.55,RE,1658596908
522,maragogi,-9.0122,-35.2225,79.16,72,84,11.3,BR,1658596720
523,kaeo,-35.1,173.7833,56.32,88,100,17.05,NZ,1658596909
524,rio grande,-32.035,-52.0986,71.71,92,98,6.82,BR,1658596909
525,tha bo,17.85,102.5814,73.85,83,100,2.86,TH,1658596909
526,gouloure,12.2306,-1.9289,85.73,52,87,5.7,BF,1658596909
527,port lavaca,28.615,-96.6261,93.25,59,40,9.22,US,1658596910
528,dali,25.7,100.1833,61.9,90,99,0.74,CN,1658596910
529,kimbe,-5.5502,150.1429,75.15,92,9,4.79,PG,1658596910
530,basoko,1.2391,23.616,77.23,73,55,2.51,CD,1658596911
531,inuvik,68.3499,-133.7218,54.36,100,100,9.22,CA,1658596911
532,vorobyevka,50.6451,40.9245,66.51,78,96,8.16,RU,1658596911
533,victor harbor,-35.5667,138.6167,50.18,77,0,5.84,AU,1658596912
534,portlethen,57.0547,-2.1307,61.93,86,75,14.97,GB,1658596912
535,biysk,52.5364,85.2072,60.13,73,60,4.56,RU,1658596912
536,moranbah,-22.0016,148.0466,55.0,84,0,8.46,AU,1658596913
537,kenai,60.5544,-151.2583,56.03,75,100,3.44,US,1658596713
538,moron,-34.6534,-58.6198,65.84,79,67,4.32,AR,1658596913
539,nanortalik,60.1432,-45.2371,45.54,87,60,9.37,GL,1658596913
540,padre bernardo,-15.35,-48.5,89.98,19,0,2.39,BR,1658596914
541,ulundi,-28.3352,31.4162,66.11,35,44,2.04,ZA,1658596914
542,zaltan,32.947,11.8665,83.8,50,0,16.6,LY,1658596915
543,saryg-sep,51.5,95.6,50.61,84,8,3.67,RU,1658596915
544,pavlodar,52.3,76.95,69.6,49,75,0.0,KZ,1658596915
545,barinitas,8.7622,-70.4111,86.31,48,64,7.43,VE,1658596916
546,sierra vista,31.5545,-110.3037,79.63,49,100,5.48,US,1658596222
547,pastavy,55.1168,26.8326,71.64,82,46,7.25,BY,1658596916
548,bethel,41.3712,-73.414,94.15,48,0,8.05,US,1658596916
549,aksarka,66.5606,67.7975,50.92,80,54,3.67,RU,1658596917
550,cockburn town,21.4612,-71.1419,82.08,74,48,17.45,TC,1658596917
551,mokhsogollokh,61.4681,128.9203,58.98,93,60,2.82,RU,1658596917
552,havelock,34.8791,-76.9013,91.06,78,20,10.36,US,1658596918
553,evensk,61.95,159.2333,48.2,72,42,9.84,RU,1658596918
554,waingapu,-9.6567,120.2641,70.39,79,45,8.25,ID,1658596918
555,rome,34.257,-85.1647,91.58,63,0,3.44,US,1658596919
556,ayan,56.45,138.1667,59.58,86,75,7.72,RU,1658596919
557,santa rosa,14.3122,121.1114,78.94,87,95,3.11,PH,1658596919
558,trofors,65.5333,13.4063,57.07,65,99,5.17,NO,1658596920
559,bocanda,7.0626,-4.4995,77.04,81,99,0.69,CI,1658596920
560,charters towers,-20.1,146.2667,55.42,81,0,5.21,AU,1658596920
561,bako,5.7833,36.5667,69.48,54,88,3.67,ET,1658596921
562,ust-ordynskiy,52.805,104.7508,55.54,95,98,4.36,RU,1658596921
563,mandalgovi,45.7625,106.2708,65.14,53,81,2.73,MN,1658596921
564,morgan city,29.6994,-91.2068,90.81,53,72,3.83,US,1658596922
565,inhambane,-23.865,35.3833,67.8,73,1,8.34,MZ,1658596922
566,kristiansund,63.1115,7.732,68.05,67,0,14.97,NO,1658596922
567,saint-honore,48.5334,-71.0824,83.28,55,47,11.77,CA,1658596923
568,rocha,-34.4833,-54.3333,64.47,84,92,9.86,UY,1658596923
569,cabot,34.9745,-92.0165,97.81,45,20,9.22,US,1658596923
570,lasa,46.6166,10.7002,70.68,89,100,3.47,IT,1658596924
571,ranong,9.9658,98.6348,78.22,85,99,4.16,TH,1658596924
572,nishihara,26.1842,127.7558,83.86,89,40,8.05,JP,1658596924
573,stephenville,32.2207,-98.2023,96.76,31,0,10.36,US,1658596925
